id,title,release_date,year,genres,budget,revenue,popularity,production_companies,production_countries,spoken_languages
846,The X Files,1998-06-19,1998,"['Mystery', ' Science Fiction', ' Thriller']",66000000,189198313,21.701,"['Ten Thirteen Productions', ' 20th Century Fox']","Canada, United States of America",English
11013,Secretary,2002-09-20,2002,"['Comedy', ' Drama', ' Romance']",4000000,9304609,28.194,"['Slough Pond', ' double A Films', ' TwoPoundBag Productions']",United States of America,English
9869,Patriot Games,1992-06-04,1992,"['Drama', ' Action', ' Thriller', ' Crime']",45000000,178051587,19.267,"['Paramount', ' Mace Neufeld Productions']",United States of America,English
11096,Hide and Seek,2005-01-27,2005,"['Horror', ' Mystery']",30000000,127369981,18.806,"['MBC Beteiligungs Filmproduktion', ' Fox 2000 Pictures', ' Josephson Entertainment', ' 20th Century Fox']",United States of America,English
6964,Something's Gotta Give,2003-12-12,2003,"['Drama', ' Comedy', ' Romance']",80000000,266728738,17.355,"['Waverly Films', ' Columbia Pictures', ' Warner Bros. Pictures']",United States of America,"French, English"
804150,Cocaine Bear,2023-02-22,2023,"['Thriller', ' Comedy', ' Crime']",32500000,87649532,97.888,"['Universal Pictures', ' Brownstone Productions', ' Lord Miller', ' dentsu']",United States of America,English
614560,Mank,2020-11-13,2020,"['Drama', ' History']",25000000,122252,10.68,['Netflix International Pictures'],United States of America,English
501907,A Beautiful Day in the Neighborhood,2019-09-07,2019,"['Drama', ' History']",25000000,67925733,18.327,"['TriStar Pictures', ' Tencent Pictures', ' Big Beach']","China, United States of America",English
10775,Infernal Affairs,2002-12-12,2002,"['Drama', ' Action', ' Thriller', ' Crime', ' Mystery']",125000,8708932,15.304,['Media Asia Films'],Hong Kong,"Mandarin, Thai, Cantonese"
2662,House of 1000 Corpses,2003-04-11,2003,"['Horror', ' Crime']",7000000,17949758,15.285,"['Lionsgate', ' Spectacle Entertainment Group']",United States of America,English
9359,Maverick,1994-05-20,1994,"['Action', ' Adventure', ' Comedy', ' Drama', ' Western']",75000000,183031272,15.014,"['Icon Entertainment International', ' Warner Bros. Pictures', ' Icon Productions', ' Donner/Shuler-Donner Productions']",United States of America,English
9788,Accepted,2006-08-18,2006,['Comedy'],23000000,38505009,22.407,"['Universal Pictures', ' Shady Acres Entertainment']",United States of America,English
256961,Paul Blart: Mall Cop 2,2015-04-16,2015,"['Action', ' Comedy', ' Family']",38000000,107597242,27.563,"['Columbia Pictures', ' Hey Eddie', ' LStar Capital', ' Sony Pictures', ' Happy Madison Productions']",United States of America,English
475,Bonnie and Clyde,1967-08-14,1967,"['Crime', ' Drama']",2500000,50700000,22.17,"['Tatira-Hiller Productions', ' Warner Bros-Seven Arts']",United States of America,English
12233,Oliver & Company,1988-11-18,1988,"['Animation', ' Comedy', ' Family']",31000000,74151346,22.265,"['Walt Disney Pictures', ' Silver Screen Partners III', ' Walt Disney Feature Animation']",United States of America,English
323677,Race,2016-02-19,2016,"['Drama', ' History']",5000000,24804129,14.008,"['Trinity Race', ' Forecast Pictures', ' Solofilms', ' JoBro Productions']","Canada, Germany","German, English"
9722,Bewitched,2005-06-21,2005,"['Comedy', ' Fantasy', ' Romance']",85000000,131426169,15.342,"['Bewitched', ' Red Wagon Entertainment', ' Columbia Pictures']",United States of America,"English, Spanish"
34653,A Single Man,2009-10-19,2009,"['Drama', ' Romance']",7000000,24964890,17.004,"['Fade to Black Productions', ' Depth of Field', ' Artina Films']",United States of America,"Spanish, English"
9920,Ultraviolet,2006-03-03,2006,"['Science Fiction', ' Action', ' Thriller']",30000000,31070211,16.035,"['Ultravi Productions', ' Screen Gems']",United States of America,"English, Vietnamese"
396806,Anon,2018-05-03,2018,['Science Fiction'],20000000,1197741,15.884,"['K5 Film', ' K5 International', ' Scythia Films', ' Sierra/Affinity', ' Road Pictures']","United States of America, United Kingdom",English
33217,Diary of a Wimpy Kid,2010-03-19,2010,"['Comedy', ' Family']",15000000,76196538,24.387,"['Dayday Films', ' Color Force', ' Dune Entertainment']","United Kingdom, United States of America",English
9665,Glory,1989-12-15,1989,"['Drama', ' History', ' War']",18000000,26828365,19.474,"['Freddie Fields Productions', ' TriStar Pictures']",United States of America,English
333352,Eye in the Sky,2015-09-07,2015,"['Drama', ' Thriller', ' War']",13000000,18704595,15.282,"['Raindog Films', ' Entertainment One Features']",United Kingdom,"Somali, English"
46146,Troll Hunter,2010-10-29,2010,"['Fantasy', ' Horror']",3500000,4159678,14.127,"['Filmkameratene', ' FilmFondet Fuzz', ' SF Norge']",Norway,"English, Norwegian"
10495,The Karate Kid Part III,1989-06-16,1989,"['Action', ' Family', ' Drama', ' Adventure']",12500000,38956288,24.271,"['Columbia Pictures', ' Weintraub International Group']",United States of America,English
9012,Jackass: The Movie,2002-10-25,2002,"['Comedy', ' Documentary']",5000000,64282312,14.67,"['Lynch Siderow Productions', ' Dickhouse Productions', ' Paramount', ' MTV Films']",United States of America,English
11249,Seed of Chucky,2004-11-12,2004,"['Comedy', ' Horror', ' Thriller']",12000000,24829644,35.998,"['David Kirschner Productions', ' La Sienega Productions']",United States of America,"English, Japanese"
254473,Brick Mansions,2014-04-22,2014,"['Action', ' Crime', ' Drama']",28000000,71416730,22.581,"['EuropaCorp', ' Transfilm International', ' Relativity Media', ' Brick Mansions Productions']","Canada, France, United States of America",English
64328,The Muppets,2011-11-22,2011,"['Comedy', ' Music']",45000000,165184237,21.842,"['Walt Disney Pictures', ' The Muppets Studio']",United States of America,English
2179,Tenacious D in The Pick of Destiny,2006-11-22,2006,"['Comedy', ' Music']",22000000,13405595,21.024,"['New Line Cinema', ' Red Hour']",United States of America,English
107811,21 & Over,2013-03-01,2013,['Comedy'],13000000,48065672,12.952,"['Mandeville Films', ' Relativity Media', ' SkyLand Entertainment', ' Virgin Produced']",United States of America,English
962,The Gold Rush,1925-07-12,1925,"['Adventure', ' Comedy', ' Drama']",923000,4000000,14.354,['Charles Chaplin Productions'],United States of America,No Language
10327,"Legally Blonde 2: Red, White & Blonde",2003-07-02,2003,"['Comedy', ' Romance']",45000000,124914842,22.639,"['Type A Films', ' Marc Platt Productions', ' Metro-Goldwyn-Mayer']",United States of America,English
9529,Candyman,1992-10-16,1992,"['Drama', ' Horror', ' Thriller']",6000000,25792310,16.342,"['Propaganda Films', ' PolyGram Filmed Entertainment', ' Candyman Films', ' TriStar Pictures']",United States of America,English
437586,mid90s,2018-10-19,2018,"['Drama', ' Comedy']",258158,6897446,13.222,"['Waypoint Entertainment', ' A24', ' Scott Rudin Productions']",United States of America,English
11683,Land of the Dead,2005-06-18,2005,"['Horror', ' Science Fiction']",15000000,47074133,25.518,"['Romero-Grunwald Productions', ' Universal Pictures', ' Atmosphere Entertainment MM', ' Wild Bunch', ' Rangerkim', ' OMDC']","Canada, United States of America, France","English, French, Haitian; Haitian Creole, Italian, Polish, Spanish"
9353,Nacho Libre,2006-06-16,2006,"['Comedy', ' Family']",35000000,99255460,29.268,"['Paramount', ' Nickelodeon Movies', ' Black & White Productions', ' MP Inka']",United States of America,"Spanish, English"
11808,U.S. Marshals,1998-03-06,1998,"['Thriller', ' Crime', ' Action']",60000000,102367405,24.578,"['Kopelson Entertainment', ' Warner Bros. Pictures']",United States of America,English
10796,The One,2001-11-02,2001,"['Action', ' Science Fiction', ' Thriller']",49000000,72689126,21.127,"['Revolution Studios', ' Hard Eight Pictures', ' Columbia Pictures']",United States of America,English
403,Driving Miss Daisy,1989-12-13,1989,['Drama'],7500000,145793296,13.51,"['The Zanuck Company', ' Majestic Films International', ' Warner Bros. Pictures']",United States of America,"English, Hebrew"
309886,Blood Father,2016-08-11,2016,"['Action', ' Thriller', ' Drama']",13000000,6903033,17.082,"['Wild Bunch', ' Why Not Productions', ' Lionsgate']","United States of America, France","English, Spanish"
10669,Deliverance,1972-08-18,1972,"['Drama', ' Adventure', ' Thriller']",2000000,46122355,17.338,"['Warner Bros. Pictures', ' Elmer Enterprises']",United States of America,English
413518,Pinocchio,2019-12-19,2019,"['Drama', ' Family', ' Fantasy']",12400000,17133446,18.328,"['Archimede', ' Recorded Picture Company', ' Le Pacte', ' HanWay Films', ' RAI Cinema', ' Leone Film Group', ' Eurimages', ' MEDIA Programme of the European Union', ' CNC', ' Canal+', ' Ciné+']","Belgium, France, Italy, United Kingdom",Italian
303,Notorious,1946-08-21,1946,"['Thriller', ' Romance', ' Mystery']",2000000,24500000,17.03,"['RKO Radio Pictures', ' Vanguard Films']",United States of America,English
406761,Hotel Artemis,2018-06-07,2018,"['Thriller', ' Science Fiction', ' Action']",15000000,12371132,14.171,"['The Ink Factory', ' Marc Platt Productions', ' Point of No Return', ' 127 Wall']","United Kingdom, United States of America","English, French, Spanish"
87825,Trouble with the Curve,2012-09-21,2012,"['Drama', ' Romance']",60000000,49000000,34.14,"['Malpaso Productions', ' Warner Bros. Pictures']",United States of America,English
634528,The Marksman,2021-01-15,2021,['Action'],23000000,23076711,32.218,"['Sculptor Media', ' Zero Gravity Management', ' Cutting Edge Group', ' Stonehouse Motion Pictures', ' Voltage Pictures']",United States of America,"English, Spanish"
9760,Epic Movie,2007-01-25,2007,"['Comedy', ' Action', ' Adventure']",20000000,86865564,23.235,"['Regency Enterprises', ' New Regency Pictures', ' Paul Schiff Productions', ' 20th Century Fox']",United States of America,English
452832,Serenity,2019-01-24,2019,"['Thriller', ' Mystery', ' Drama']",25000000,14454622,13.057,"['Nebulastar', ' Shoebox Films']",United Kingdom,"English, French"
43933,Monsters,2010-06-18,2010,"['Drama', ' Thriller', ' Science Fiction']",500000,5639730,19.943,"['Vertigo Films', ' Protagonist Pictures']",United Kingdom,"Spanish, English"
417870,Girls Trip,2017-07-21,2017,['Comedy'],19000000,140376621,15.72,"['Will Packer Productions', ' Universal Pictures']",United States of America,English
9963,Premonition,2007-02-08,2007,"['Thriller', ' Drama', ' Mystery']",20000000,84297309,11.96,"['TriStar Pictures', ' Hyde Park Films', ' Offspring Entertainment', ' Metro-Goldwyn-Mayer']",United States of America,English
12201,Edge of Darkness,2010-01-28,2010,"['Crime', ' Drama', ' Mystery', ' Thriller']",80000000,81126522,14.485,"['Icon Productions', ' GK Films', ' BBC Film', ' Warner Bros. Pictures']","United Kingdom, United States of America",English
922,Dead Man,1995-12-23,1995,"['Drama', ' Fantasy', ' Western']",9000000,103800000,17.858,"['JVC', ' Newmarket Capital Group', ' 12 Gauge Productions', ' Pandora Film', ' Miramax']","Germany, Japan, United States of America","Cree, English"
289222,The Zookeeper's Wife,2017-03-24,2017,"['Drama', ' History', ' War']",20000000,26152835,14.515,"['Scion Films', ' Czech Anglo Productions', ' LD Entertainment', ' Focus Features']","Czech Republic, United Kingdom, United States of America",English
616820,Halloween Ends,2022-10-12,2022,"['Horror', ' Thriller']",20000000,104361355,45.067,"['Universal Pictures', ' Blumhouse Productions', ' Miramax', ' Rough House Pictures', ' Trancas International Films']",United States of America,English
446894,Smallfoot,2018-09-20,2018,"['Family', ' Animation', ' Adventure', ' Fantasy']",80000000,214115531,13.65,"['Warner Bros. Pictures Animation', ' Warner Bros. Pictures', ' Zaftig Films']",United States of America,English
9768,Cry-Baby,1990-04-06,1990,"['Comedy', ' Romance']",11000000,8266343,20.392,"['Universal Pictures', ' Imagine Entertainment']",United States of America,English
11660,Following,1999-04-02,1999,"['Drama', ' Thriller']",6000,48482,12.093,"['Next Wave Films', ' Syncopy']","United Kingdom, United States of America",English
167032,Curse of Chucky,2013-10-08,2013,"['Horror', ' Thriller']",5000000,3800000,27.101,['Universal 1440 Entertainment'],United States of America,English
395991,Only the Brave,2017-09-22,2017,"['Drama', ' Action', ' History']",38000000,25754775,19.383,"['di Bonaventura Pictures', ' Black Label Media', ' Condé Nast Entertainment']",United States of America,English
551804,Freaky,2020-11-12,2020,"['Comedy', ' Fantasy', ' Horror', ' Thriller']",5000000,15104310,20.475,"['Universal Pictures', ' Blumhouse Productions', ' Divide / Conquer']",United States of America,"English, Spanish"
8843,The Cell,2000-08-17,2000,"['Horror', ' Science Fiction', ' Thriller']",33000000,104155843,14.462,"['Caro-McLeod', ' Katira Productions GmbH & Co. KG', ' New Line Cinema', ' Avery Pix', ' RadicalMedia']","Germany, United States of America",English
491584,Burning,2018-05-17,2018,"['Mystery', ' Drama', ' Thriller']",7280000,6591038,15.465,"['Pinehouse Film', ' NOWFILM', ' NHK', ' Finecut', ' CGV Arthouse', ' Union Investment Partners', ' Michigan Venture Capital', ' Timewise Investment', ' kth', ' Busan Film Commission', ' Seoul Film Commission']","Japan, South Korea","English, Korean"
505058,Unfriended: Dark Web,2018-07-19,2018,"['Horror', ' Thriller', ' Mystery']",1000000,16024987,24.874,"['Universal Pictures', ' Blumhouse Productions', ' Bazelevs Entertainment', ' BH Tilt']",United States of America,"English, Japanese, Indonesian"
467660,Unsane,2018-02-21,2018,"['Horror', ' Thriller']",1500000,14293601,14.282,"['Regency Enterprises', ' Extension 765', ' New Regency Pictures', ' Fingerprint Releasing']",United States of America,English
9691,Assassins,1995-10-06,1995,"['Action', ' Adventure', ' Crime', ' Thriller']",50000000,30303072,16.9,"['Dino De Laurentiis Company', ' Silver Pictures', ' Evansgideon/Lazar', ' Warner Bros. Pictures', ' Canal+', ' Donner/Shuler-Donner Productions']","France, United States of America","English, Spanish, Dutch"
7459,Speed Racer,2008-05-07,2008,"['Family', ' Action', ' Adventure', ' Comedy']",120000000,93945766,21.939,"['Studio Babelsberg', ' Village Roadshow Pictures', ' Silver Pictures', ' Anarchos Productions', ' Velocity Productions', ' Warner Bros. Pictures']","Germany, United Kingdom, United States of America",English
654,On the Waterfront,1954-06-22,1954,"['Crime', ' Drama']",910000,9600000,21.215,"['Columbia Pictures', ' Horizon Pictures']",United States of America,English
2294,Jay and Silent Bob Strike Back,2001-08-22,2001,['Comedy'],22000000,33788161,15.781,"['Dimension Films', ' View Askew Productions', ' Miramax']",United States of America,English
1430,Bowling for Columbine,2002-10-09,2002,"['Documentary', ' Drama']",4000000,35564473,12.58,"['Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG', ' Alliance Atlantis', ' Dog Eat Dog Films', ' Iconolatry Productions Inc.', ' Salter Street Films', ' TiMe Film- und TV-Produktions GmbH', ' United Broadcasting Inc.', ' United Artists', ' Metro-Goldwyn-Mayer']","Canada, Germany, United States of America",English
112336,Hitchcock,2012-11-22,2012,['Drama'],15700000,23570541,11.631,"['Cold Spring Pictures', ' The Montecito Picture Company']",United States of America,English
49009,The Way Back,2010-11-22,2010,"['Drama', ' Adventure', ' History']",30000000,24172201,14.803,"['Kontsept Film Company', ' Imagenation Abu Dhabi FZ', ' Exclusive Films', ' Monolith Films', ' On the Road', ' Point Blank Productions', ' National Geographic']","United Arab Emirates, United States of America","English, Polish, Russian"
615643,Minari,2021-02-12,2021,['Drama'],2000000,12886100,16.285,['Plan B Entertainment'],United States of America,"English, Korean"
884605,No Hard Feelings,2023-06-15,2023,"['Comedy', ' Romance']",45000000,82995526,298.801,"['Excellent Cadaver', ' Odenkirk Provissiero Entertainment', ' Columbia Pictures', ' Saks Picture Company']",United States of America,English
8838,Mercury Rising,1998-04-03,1998,"['Action', ' Crime', ' Drama', ' Thriller']",60000000,93107289,19.957,"['Universal Pictures', ' Imagine Entertainment']",United States of America,English
6844,The Ten Commandments,1956-10-05,1956,"['Drama', ' History']",13000000,122700000,38.304,"['Paramount', ' Motion Picture Associates']",United States of America,English
11228,Daylight,1996-12-06,1996,"['Action', ' Adventure', ' Thriller']",80000000,159212469,16.343,"['Davis Entertainment', ' Universal Pictures']",United States of America,English
2142,Cop Land,1997-08-15,1997,"['Crime', ' Drama', ' Mystery']",15000000,44862187,17.632,"['Miramax', ' Across the River Productions', ' Woods Entertainment']",United States of America,"English, Georgian"
45132,Super,2010-11-26,2010,"['Comedy', ' Action', ' Drama']",2500000,324138,12.772,"['This Is That Productions', ' Ambush Entertainment', ' Crimson Bolt']",United States of America,English
568620,Snake Eyes: G.I. Joe Origins,2021-07-22,2021,"['Action', ' Adventure']",88000000,36964325,46.458,"['Paramount', ' Metro-Goldwyn-Mayer', ' di Bonaventura Pictures', ' Entertainment One', ' Skydance', ' Hasbro']","Canada, Japan, United States of America","English, Arabic, Italian, Japanese"
11187,Child's Play 3,1991-08-30,1991,"['Horror', ' Thriller']",13000000,20560255,38.091,['Universal Pictures'],United States of America,English
10715,Looney Tunes: Back in Action,2003-11-14,2003,"['Animation', ' Comedy', ' Family']",80000000,68514844,26.905,"['Warner Bros. Animation', ' Baltimore Spring Creek Productions', ' Goldmann Pictures', ' Lonely Film Productions GmbH & Co. KG.', ' Warner Bros. Pictures']","Germany, United States of America",English
14191,Aquamarine,2006-03-03,2006,"['Fantasy', ' Romance', ' Family', ' Comedy']",12000000,23006849,20.605,"['Fox 2000 Pictures', ' Storefront Pictures']","Australia, United States of America",English
14462,The Manchurian Candidate,2004-07-30,2004,"['Drama', ' Thriller', ' Mystery']",80000000,96105964,13.506,"['Clinica Estetico', ' Paramount', ' Scott Rudin Productions']",United States of America,English
663712,Terrifier 2,2022-10-06,2022,"['Horror', ' Thriller']",250000,15065239,84.833,"['Dark Age Cinema', ' Fuzz on the Lens Productions', ' Bloody Disgusting']",United States of America,English
424781,Sorry to Bother You,2018-07-06,2018,"['Fantasy', ' Science Fiction', ' Comedy']",3200000,18200000,13.634,"['Cinereach', ' Significant Productions', ' MACRO', ' MNM Creative', ' The Space Program']",United States of America,English
399121,An Officer and a Spy,2019-09-30,2019,"['History', ' Drama', ' Thriller']",25300000,18878646,15.354,"['ToMmY K. PICTURES', ' Les Films Alain Sarde', ' R.P. Productions', ' Èliseo Entertainment', ' Gaumont', ' France 3 Cinéma', ' Canal+', ' France 2', ' RAI']","France, Italy",French
33909,Wall Street: Money Never Sleeps,2010-09-20,2010,"['Drama', ' Crime']",70000000,134748021,15.621,"['Pressman Film', ' Dune Entertainment III', ' Dune Entertainment', ' 20th Century Fox']",United States of America,English
9944,The Pelican Brief,1993-09-17,1993,['Thriller'],45000000,195268056,23.113,['Warner Bros. Pictures'],United States of America,English
23742,Cop Out,2010-02-26,2010,"['Action', ' Comedy', ' Crime']",30000000,55583804,16.205,['Marc Platt Productions'],United States of America,"English, Spanish"
11529,Sweet Home Alabama,2002-09-26,2002,"['Comedy', ' Romance']",30000000,180622424,18.041,"['Touchstone Pictures', ' Original Film', ' D&D Films', ' Pigeon Creek Films']",United States of America,English
16577,Astro Boy,2009-10-15,2009,"['Animation', ' Action', ' Family', ' Science Fiction']",10000000,19551067,22.138,"['Summit Entertainment', ' Imagi Animation Studios', ' Tezuka Productions']","Hong Kong, Japan, United States of America",English
705,All About Eve,1950-10-06,1950,['Drama'],1400000,8400000,20.409,['20th Century Fox'],United States of America,"English, French"
1551,Flatliners,1990-08-10,1990,"['Drama', ' Science Fiction', ' Horror']",26000000,61489265,18.005,"['Stonebridge Entertainment', ' Columbia Pictures']",United States of America,English
578701,Those Who Wish Me Dead,2021-05-05,2021,"['Thriller', ' Action']",20000000,23384502,29.947,"['Bron Studios', ' Film Rites', ' New Line Cinema', ' Bosque Ranch Productions']","Canada, United States of America",English
489925,Eighth Grade,2018-01-19,2018,"['Comedy', ' Drama']",2000000,13539709,12.095,"['A24', ' Scott Rudin Productions']",United States of America,English
8469,Animal House,1978-07-27,1978,['Comedy'],2700000,141000000,27.298,"['Universal Pictures', ' Oregon Film Factory', ' Stage III Productions']",United States of America,English
9386,In the Line of Fire,1993-07-08,1993,"['Action', ' Drama', ' Thriller', ' Crime', ' Mystery']",40000000,176997168,16.749,"['Castle Rock Entertainment', ' Apple / Rose', ' Columbia Pictures']",United States of America,English
3035,Frankenstein,1931-11-21,1931,"['Drama', ' Horror', ' Science Fiction']",291000,12000000,25.884,['Universal Pictures'],United States of America,English
964980,Air,2023-04-05,2023,"['Drama', ' History']",90000000,87078875,38.283,"['Amazon Studios', ' Skydance Sports', ' Mandalay Pictures', ' Artists Equity']",United States of America,"German, English"
308639,Dope,2015-06-19,2015,"['Crime', ' Drama', ' Comedy']",7000000,17986781,9.539,"['Revolt Films', ' Significant Productions', ' IamOTHER Entertainment']",United States of America,English
21575,A Prophet,2009-08-26,2009,"['Crime', ' Drama']",13000000,17873691,17.782,"['Why Not Productions', ' Chic Films', ' Page 114', ' France 2 Cinéma', ' Union Générale Cinématographique (UGC)', ' BIM Distribuzione', ' Celluloid Dreams', ' France 2', ' CinéCinéma', ' La Région Île-de-France', "" Conseil Régional de Provence-Alpes Côte d'Azur"", ' CNC', ' Sofica UGC 1', ' Sofica Soficinéma 4', ' Soficinéma 5', ' Canal+']","France, Italy","Arabic, Corsican, French"
11153,National Lampoon's Vacation,1983-07-29,1983,"['Comedy', ' Adventure']",15000000,61399552,38.954,['Warner Bros. Pictures'],United States of America,English
565028,Candyman,2021-08-25,2021,"['Horror', ' Mystery', ' Thriller']",25000000,77411570,22.957,"['Metro-Goldwyn-Mayer', ' Monkeypaw Productions', ' Bron Studios', ' Universal Pictures', ' Creative Wealth Media Finance']","Canada, United States of America","English, French"
8845,Under Siege,1992-10-08,1992,"['Action', ' Thriller']",35000000,156563139,20.317,"['Alcor Films', ' Regency Enterprises', ' Warner Bros. Pictures', ' StudioCanal']","France, United States of America",English
315664,Florence Foster Jenkins,2016-05-06,2016,"['Comedy', ' Drama']",29000000,48902953,10.953,"['BBC Film', ' Qwerty Films', ' Pathé']","United Kingdom, United States of America",English
9035,Slither,2006-03-31,2006,"['Horror', ' Science Fiction', ' Comedy']",15000000,12834936,22.421,"['Strike Entertainment', ' Slither Productions', ' Gold Circle Films', ' Brightlight Pictures']","Canada, United States of America",English
152737,August: Osage County,2013-12-26,2013,"['Comedy', ' Drama']",25000000,74188937,15.91,"['Jean Doumanian Productions', ' Smoke House Pictures']",United States of America,English
287948,The Transporter Refueled,2015-09-02,2015,"['Action', ' Thriller', ' Crime']",25000000,72629670,29.475,"['EuropaCorp', ' TF1 Films Production', ' Fundamental Films', ' Canal+', ' OCS', ' TF1', ' TMC', ' Belga Films']","Belgium, China, France",English
11968,Into the Blue,2005-09-30,2005,"['Action', ' Thriller', ' Adventure', ' Crime']",50000000,46117696,16.996,"['Mandalay Pictures', ' Metro-Goldwyn-Mayer', ' Columbia Pictures']",United States of America,English
395993,Stronger,2017-09-22,2017,['Drama'],30000000,8484418,13.647,"['Lionsgate', ' Bold Films', ' Mandeville Films', ' Nine Stories Productions']",United States of America,English
2334,Taxi 3,2003-01-29,2003,"['Action', ' Comedy']",14500000,65497208,18.105,"['EuropaCorp', ' ARP Sélection', ' Apipoulaï', ' TF1 Films Production', ' Canal+']",France,"French, German"
146239,Delivery Man,2013-10-10,2013,['Comedy'],26000000,51164106,17.388,"['Touchstone Pictures', ' DreamWorks Pictures', ' Reliance Entertainment']","United States of America, India",English
10157,Police Academy 2: Their First Assignment,1985-03-28,1985,"['Comedy', ' Crime']",7600000,55600000,26.05,"['The Ladd Company', ' Warner Bros. Pictures']",United States of America,English
234,The Cabinet of Dr. Caligari,1920-02-27,1920,"['Drama', ' Horror', ' Thriller', ' Crime']",18000,8811,13.887,['Decla Film Gesellschaft Holz & Co.'],Germany,No Language
22832,Ninja Assassin,2009-09-29,2009,"['Action', ' Adventure', ' Thriller']",40000000,61601280,39.661,"['Legendary Pictures', ' Dark Castle Entertainment', ' Silver Pictures', ' Anarchos Productions', ' Rocklock Films', ' Studio Babelsberg', ' Warner Bros. Pictures', ' Deutscher Filmförderfonds', ' Medienboard Berlin-Brandenburg', ' Hermanas Wachowski', ' StudioCanal']","France, Germany, United States of America",English
10030,Good Luck Chuck,2007-09-21,2007,"['Comedy', ' Romance']",25000000,59192128,17.865,"['Milestone Entertainment', ' Lionsgate', ' Karz Entertainment', ' Alberta Film Development Program of the Alberta Government', ' Chuck Productions']","Canada, United States of America",English
2251,Unfaithful,2002-05-10,2002,"['Thriller', ' Drama']",50000000,119137784,23.714,"['Unfaithful Filmproduktion GmbH & Co. KG', ' Fox 2000 Pictures', ' Regency Enterprises', ' Epsilon Motion Pictures']","Germany, Switzerland, United States of America","English, French"
10357,Volcano,1997-04-25,1997,"['Science Fiction', ' Action', ' Drama', ' Thriller']",90000000,122823468,20.051,"['20th Century Fox', ' Fox 2000 Pictures', ' Donner/Shuler-Donner Productions']",United States of America,"German, Spanish, English"
14199,The Adventures of Sharkboy and Lavagirl,2005-06-10,2005,"['Adventure', ' Family', ' Science Fiction']",50000000,71992655,28.484,['Troublemaker Studios'],United States of America,English
10779,The Frighteners,1996-07-18,1996,"['Horror', ' Comedy']",30000000,29359216,23.55,"['WingNut Films', ' Universal Pictures']","New Zealand, United States of America",English
11355,Never Been Kissed,1999-04-09,1999,"['Romance', ' Comedy', ' Drama']",25000000,84565230,17.971,"['Fox 2000 Pictures', ' Bushwood Pictures', ' Flower Films', ' Never Been Kissed Productions', ' 20th Century Fox']",United States of America,English
440298,Cold War,2018-06-08,2018,"['Drama', ' Romance', ' War', ' Music']",4954500,18754051,10.183,"['Protagonist Pictures', ' Opus Film', ' MK2 Films', ' Film4 Productions', ' ARTE', ' BFI', ' CNC']","France, Poland, United Kingdom","German, Croatian, French, Italian, Polish, Russian"
6280,Junior,1994-11-22,1994,"['Comedy', ' Family', ' Romance']",60000000,108431355,17.39,"['Northern Lights Entertainment', ' Universal Pictures']",United States of America,English
10377,My Cousin Vinny,1992-03-13,1992,['Comedy'],11000000,64088552,26.296,"['Palo Vista Productions', ' Peter V. Miller Investment Corp.', ' 20th Century Fox', ' Dale Launer Production']",United States of America,English
9726,A Good Year,2006-09-09,2006,"['Comedy', ' Drama', ' Romance']",35000000,42064105,18.446,"['Fox 2000 Pictures', ' Scott Free Productions', ' 20th Century Fox']","United Kingdom, United States of America","English, French, Russian"
377264,Morgan,2016-09-01,2016,"['Horror', ' Science Fiction', ' Thriller']",8000000,8810591,12.783,"['TSG Entertainment', ' 20th Century Fox', ' Burk A Project', ' Isobel Griffiths', ' Scott Free Productions']",United States of America,"Mandarin, English"
39781,The Kids Are All Right,2010-07-09,2010,"['Comedy', ' Drama']",3500000,34705850,12.956,"['Focus Features', ' Mandalay Vision', ' 10th Hole Productions', ' Gilbert Films', ' Saint Aire Production', ' Artist International', ' Antidote Films', ' Artist International Management']",United States of America,English
6312,Brotherhood of the Wolf,2001-01-31,2001,"['Adventure', ' Horror', ' Action', ' History']",29000000,70752904,22.254,"['Davis Films', ' Eskwad', ' Natexis Banques Populaires Images', ' Studio Image Soficas', ' Canal+', ' TF1 Films Production', ' StudioCanal', ' Metropolitan Films']",France,"French, German, Italian"
11358,Walking Tall,2004-04-02,2004,"['Adventure', ' Drama', ' Action', ' Thriller']",46000000,57223888,21.646,"['Mandeville Films', ' Burke/Samples/Foster Productions', ' WWE Studios', ' Cub Eight Productions', ' Metro-Goldwyn-Mayer', ' Hyde Park Films']",United States of America,English
4858,The Invasion,2007-08-17,2007,"['Science Fiction', ' Thriller', ' Mystery', ' Horror']",80000000,40170558,18.489,"['Village Roadshow Pictures', ' Silver Pictures', ' Vertigo Entertainment', ' Warner Bros. Pictures']","United States of America, Australia","Russian, English"
225728,Macbeth,2015-08-16,2015,"['Drama', ' War']",15000000,16322067,11.905,"['Anton Capital Entertainment', ' See-Saw Films', ' Creative Scotland', ' DMC Film', ' Film4 Productions', ' StudioCanal']","France, United Kingdom, United States of America",English
38357,Morning Glory,2010-11-10,2010,"['Drama', ' Comedy', ' Romance']",40000000,60040976,19.398,"['Bad Robot', ' Goldcrest', ' Paramount']",United States of America,"English, Ukrainian"
254904,The November Man,2014-08-27,2014,"['Crime', ' Action', ' Thriller']",15000000,32556119,22.491,"['SPD Films', ' Relativity Media', ' Irish Dreamtime']","United Kingdom, United States of America",English
